,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
ST. KITTS AND NEVIS,KNA,1.02,0.40,2.00,78.85,61.24,99.52,1.03,0.36,2.00,78.37,61.24,99.04,1.02,0.36,2.00,79.81,60.29,98.56,1.00,0.30,2.00,76.92,62.68,96.17,0.88,0.31,2.00,74.52,58.85,94.26,0.45,0.27,4.00,62.02,49.76,77.99,1.17,0.27,4.00,87.50,71.29,97.61,1.19,0.24,3.00,88.94,72.25,99.04,1.19,0.23,3.00,88.46,71.29,99.04,1.09,0.23,3.00,84.62,69.38,96.17,1.11,0.23,3.00,85.78,68.87,95.75,1.18,0.24,3.00,88.15,70.75,97.64,1.20,0.23,3.00,89.20,71.50,97.20,1.19,0.25,3,88,72,96
ST. LUCIA,LCA,1.06,0.40,2.00,81.25,61.72,100.00,1.07,0.36,2.00,81.25,62.68,100.00,1.06,0.36,2.00,81.25,62.20,99.04,1.09,0.30,2.00,83.17,65.07,99.52,1.08,0.31,2.00,84.13,64.59,99.04,0.68,0.27,4.00,69.23,56.46,84.69,1.19,0.27,4.00,88.46,71.29,97.61,1.22,0.24,3.00,89.90,74.16,99.52,1.21,0.23,3.00,89.42,71.77,100.00,1.25,0.23,3.00,90.87,72.73,100.00,1.23,0.23,3.00,90.52,71.70,100.00,1.22,0.24,3.00,90.05,73.11,99.06,1.18,0.23,3.00,87.32,71.50,96.26,1.11,0.24,4,86,70,96
ST. VINCENT AND THE GRENADINES,VCT,1.03,0.40,2.00,79.81,61.24,100.00,1.04,0.36,2.00,79.81,62.20,100.00,1.04,0.36,2.00,80.29,61.24,99.04,1.01,0.30,2.00,78.37,63.16,97.61,1.05,0.31,2.00,82.69,63.64,98.56,0.73,0.27,4.00,73.56,56.94,89.00,1.04,0.27,4.00,81.73,66.03,94.26,1.09,0.24,3.00,85.58,69.86,95.69,1.07,0.23,3.00,82.69,68.90,95.69,1.09,0.23,3.00,84.13,69.38,96.17,1.05,0.23,3.00,81.52,67.92,94.81,1.16,0.24,3.00,87.20,70.28,96.70,1.11,0.23,3.00,84.98,69.63,95.79,1.09,0.25,3,85,68,96
SUDAN,SDN,-1.88,0.22,5.00,2.40,0.00,7.18,-1.81,0.23,5.00,2.88,0.00,9.09,-1.74,0.21,6.00,3.37,0.48,10.05,-1.53,0.17,8.00,7.69,2.39,12.44,-1.67,0.16,8.00,4.81,1.44,10.05,-1.67,0.17,9.00,4.81,1.44,8.61,-1.74,0.16,10.00,4.33,1.91,8.13,-1.71,0.13,11.00,4.81,2.87,8.13,-1.62,0.13,13.00,6.73,4.31,9.09,-1.62,0.13,13.00,6.25,3.83,10.05,-1.66,0.13,13.00,4.27,2.83,9.43,-1.72,0.13,13.00,4.27,2.83,7.55,-1.79,0.13,12.00,3.76,2.34,6.07,-1.78,0.13,12,4,2,6
SURINAME,SUR,-0.33,0.24,4.00,39.90,26.32,53.11,-0.03,0.26,4.00,48.56,35.41,60.29,0.31,0.25,4.00,58.17,48.80,70.81,0.45,0.24,4.00,60.58,50.24,72.73,0.39,0.24,4.00,59.62,45.93,70.81,0.14,0.24,5.00,54.33,41.63,64.59,0.15,0.25,5.00,54.33,39.71,64.59,0.45,0.18,7.00,60.10,53.59,70.33,0.50,0.18,6.00,63.46,55.02,71.29,0.55,0.17,7.00,63.94,56.94,72.25,0.40,0.17,8.00,58.77,53.30,67.92,0.33,0.16,9.00,57.82,51.42,66.98,0.32,0.16,9.00,57.28,51.87,66.36,0.28,0.16,9,57,51,65
SWAZILAND,SWZ,-1.25,0.30,3.00,13.46,4.31,24.40,-1.14,0.30,3.00,13.46,3.83,30.14,-1.41,0.27,4.00,9.62,2.39,20.57,-1.32,0.23,5.00,12.02,3.83,21.05,-1.48,0.22,5.00,8.65,2.39,18.66,-1.41,0.20,7.00,8.17,3.83,18.66,-1.42,0.20,7.00,8.17,4.31,15.31,-1.17,0.14,8.00,14.90,9.09,21.53,-1.28,0.15,8.00,10.58,8.13,18.66,-1.24,0.14,8.00,12.98,8.61,19.62,-1.20,0.14,8.00,13.27,9.43,20.75,-1.25,0.14,9.00,12.80,8.96,17.92,-1.25,0.14,9.00,12.68,8.41,17.76,-1.21,0.14,10,15,8,19
SWEDEN,SWE,1.55,0.22,6.00,96.63,86.60,100.00,1.59,0.23,6.00,98.56,87.56,100.00,1.63,0.22,7.00,99.04,88.04,100.00,1.52,0.20,8.00,98.08,88.04,100.00,1.53,0.19,8.00,98.08,88.52,100.00,1.75,0.19,8.00,99.04,90.91,100.00,1.56,0.18,9.00,96.15,89.47,100.00,1.51,0.16,11.00,96.63,90.91,100.00,1.54,0.15,11.00,98.56,91.39,100.00,1.55,0.15,11.00,98.56,90.91,100.00,1.58,0.15,11.00,99.05,92.45,100.00,1.58,0.15,11.00,98.58,92.45,100.00,1.65,0.14,12.00,99.53,94.39,100.00,1.71,0.13,12,100,96,100
SWITZERLAND,CHE,1.44,0.22,6.00,91.83,82.78,100.00,1.44,0.23,6.00,93.75,79.90,100.00,1.44,0.22,7.00,93.75,83.25,100.00,1.44,0.20,8.00,95.67,84.21,100.00,1.45,0.19,8.00,95.19,86.60,100.00,1.71,0.19,8.00,97.60,90.91,100.00,1.59,0.19,8.00,96.63,89.95,100.00,1.57,0.17,9.00,98.56,91.39,100.00,1.55,0.17,9.00,99.04,91.39,100.00,1.57,0.17,9.00,99.04,90.91,100.00,1.59,0.15,10.00,100.00,92.45,100.00,1.63,0.15,10.00,99.53,93.87,100.00,1.63,0.15,10.00,99.06,93.93,100.00,1.67,0.15,10,99,93,100
SYRIAN ARAB REPUBLIC,SYR,-1.33,0.22,5.00,10.58,4.31,19.62,-1.48,0.23,5.00,8.17,2.87,16.27,-1.55,0.23,5.00,6.73,1.91,13.88,-1.59,0.18,7.00,5.77,1.91,12.44,-1.66,0.17,7.00,5.77,1.44,10.05,-1.52,0.15,10.00,7.21,3.83,13.40,-1.54,0.16,10.00,6.73,3.35,11.00,-1.70,0.12,11.00,5.77,2.87,8.13,-1.72,0.12,12.00,4.33,2.87,8.13,-1.67,0.12,12.00,4.33,3.83,8.61,-1.64,0.12,13.00,6.16,3.30,9.43,-1.64,0.12,13.00,4.74,3.77,8.96,-1.75,0.12,13.00,4.23,2.34,6.54,-1.79,0.12,12,3,2,5
"TAIWAN, CHINA",TWN,0.68,0.22,6.00,69.23,60.29,79.90,0.77,0.23,6.00,71.15,60.29,86.12,0.82,0.22,7.00,74.04,61.72,87.56,0.95,0.17,9.00,74.04,68.42,89.00,0.88,0.17,9.00,74.04,66.03,87.56,0.93,0.17,9.00,78.85,68.90,89.00,0.94,0.17,9.00,77.40,69.86,88.52,0.68,0.14,11.00,69.71,59.33,75.60,0.70,0.14,11.00,69.23,60.29,75.12,0.68,0.14,11.00,68.75,60.29,73.68,0.82,0.14,11.00,71.09,67.45,82.08,0.83,0.14,11.00,72.99,67.45,81.60,0.82,0.14,11.00,71.83,66.36,79.91,0.82,0.14,11,72,66,80
TAJIKISTAN,TJK,-1.65,0.30,3.00,5.29,0.00,13.88,-1.51,0.30,3.00,7.69,1.44,18.66,-1.42,0.24,4.00,9.13,2.87,19.14,-1.13,0.18,6.00,16.83,10.05,23.92,-1.17,0.18,6.00,16.35,9.09,24.40,-1.19,0.19,7.00,15.87,7.66,22.97,-1.18,0.19,8.00,13.94,7.66,23.92,-1.31,0.14,11.00,10.10,7.18,18.18,-1.26,0.14,11.00,11.54,8.61,19.14,-1.33,0.14,11.00,10.10,7.18,16.75,-1.30,0.15,11.00,10.90,7.55,17.45,-1.40,0.15,10.00,9.48,4.72,13.68,-1.34,0.14,12.00,10.80,6.07,16.82,-1.37,0.14,12,10,5,16
TANZANIA,TZA,-0.74,0.22,5.00,25.48,15.31,37.80,-0.60,0.23,5.00,31.25,20.10,43.54,-0.51,0.21,6.00,32.21,22.49,47.37,-0.41,0.17,9.00,38.94,28.23,44.98,-0.37,0.16,10.00,38.46,28.71,44.50,-0.47,0.16,11.00,34.13,26.32,41.63,-0.29,0.14,14.00,38.94,30.62,47.85,-0.20,0.11,16.00,40.38,34.93,45.93,-0.14,0.12,16.00,44.71,36.36,48.33,-0.17,0.11,16.00,43.27,35.41,48.33,-0.16,0.11,17.00,43.60,35.38,49.06,-0.13,0.11,17.00,43.60,36.32,50.47,-0.17,0.11,17.00,44.13,35.98,50.93,-0.22,0.11,18,42,35,48
THAILAND,THA,0.35,0.22,6.00,61.06,51.20,70.81,0.41,0.23,6.00,61.06,51.67,71.29,0.51,0.22,7.00,63.46,52.63,74.64,0.31,0.17,9.00,56.25,49.28,65.07,0.19,0.17,9.00,52.40,44.98,61.24,0.12,0.16,11.00,53.37,46.41,60.29,-0.16,0.16,11.00,45.67,34.45,54.07,-0.74,0.12,13.00,26.92,21.53,32.06,-0.58,0.12,14.00,30.77,26.79,35.41,-0.54,0.12,14.00,31.25,27.75,35.89,-0.46,0.12,15.00,33.18,30.19,40.09,-0.50,0.12,14.00,32.23,29.25,36.32,-0.42,0.11,15.00,33.80,28.97,41.12,-0.34,0.11,15,37,32,44
TIMOR-LESTE,TMP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.18,0.36,2.00,53.85,36.36,72.25,0.34,0.27,3.00,57.69,45.93,71.29,0.20,0.21,5.00,52.88,43.06,63.64,-0.07,0.22,6.00,46.63,35.89,56.94,-0.21,0.21,7.00,40.38,30.14,54.07,0.04,0.15,8.00,48.08,40.19,56.46,0.12,0.14,8.00,53.37,44.98,57.89,0.20,0.14,8.00,55.29,47.85,59.33,0.07,0.13,10.00,51.66,43.87,56.60,0.02,0.14,9.00,49.29,40.57,55.66,0.09,0.14,9.00,53.05,44.39,57.01,0.05,0.14,9,52,43,58
TOGO,TGO,-1.09,0.24,4.00,15.87,8.61,27.75,-1.24,0.26,4.00,12.02,3.83,25.36,-1.22,0.23,5.00,12.50,5.26,23.44,-1.47,0.18,7.00,9.62,3.35,15.79,-1.25,0.17,7.00,13.94,7.66,21.53,-1.27,0.19,8.00,13.46,6.22,20.57,-1.28,0.18,9.00,10.58,6.22,20.10,-1.28,0.14,11.00,11.06,7.66,18.66,-1.14,0.14,10.00,15.38,9.57,22.49,-1.06,0.14,10.00,17.79,11.48,25.36,-1.04,0.14,11.00,18.01,12.74,26.42,-1.00,0.13,12.00,18.96,13.68,27.83,-0.92,0.13,13.00,23.47,14.49,28.50,-1.02,0.13,13,18,15,25
TONGA,TON,0.21,0.40,2,56,35,75,0.22,0.36,2,55,38,72,0.19,0.36,2,55,36,72,-0.05,0.30,2,47,32,60,0.00,0.31,2,46,34,63,-0.18,0.26,4,43,29,56,-0.02,0.26,4,49,34,61,-0.01,0.23,4,46,35,59,-0.16,0.22,4,44,32,55,-0.01,0.22,4,48,35,58,-0.03,0.23,4,48,34,58,0.30,0.22,5,57,48,68,0.37,0.22,5,59,50,70,0.44,0.24,4,62,52,72
TRINIDAD AND TOBAGO,TTO,0.64,0.22,5,67,59,78,0.83,0.23,5,72,62,88,0.53,0.22,6,64,53,75,0.52,0.21,6,63,53,73,0.59,0.20,7,66,54,75,0.57,0.19,8,66,56,78,0.60,0.19,8,66,59,77,0.57,0.17,8,64,56,75,0.50,0.17,9,63,55,70,0.48,0.16,9,61,56,69,0.53,0.16,9,63,57,70,0.48,0.16,10,62,56,69,0.48,0.16,10,63,56,70,0.45,0.15,11,62,56,70
TUNISIA,TUN,-0.45,0.22,5,35,23,49,-0.66,0.23,5,29,17,42,-0.66,0.21,6,28,20,41,-0.90,0.16,9,23,16,30,-0.94,0.16,9,22,16,28,-0.89,0.14,12,22,18,27,-0.97,0.15,12,21,13,27,-1.23,0.12,13,13,9,19,-1.32,0.12,13,10,8,17,-1.29,0.12,14,11,8,17,-1.31,0.12,14,10,8,15,-1.37,0.11,14,10,7,14,-0.37,0.11,15,36,30,43,-0.19,0.11,15,43,36,49
TURKEY,TUR,-0.20,0.22,6,44,32,55,-0.84,0.23,6,24,12,36,-0.43,0.22,7,35,25,50,-0.34,0.17,9,41,30,46,-0.12,0.17,9,44,37,51,-0.03,0.16,11,48,41,56,-0.04,0.15,12,48,39,57,-0.11,0.12,14,45,37,51,-0.09,0.12,14,46,37,53,-0.08,0.12,15,46,41,52,-0.09,0.12,15,45,39,53,-0.12,0.12,15,45,36,52,-0.17,0.11,16,44,36,51,-0.24,0.11,16,41,34,47
TURKMENISTAN,TKM,-1.51,0.30,3,8,0,18,-1.58,0.30,3,6,0,16,-1.58,0.30,3,6,0,19,-1.92,0.20,5,1,0,6,-2.01,0.20,5,1,0,5,-1.96,0.22,5,1,0,6,-2.02,0.19,6,1,0,5,-2.04,0.16,6,1,0,4,-2.12,0.15,7,1,0,4,-2.07,0.15,7,2,0,4,-2.05,0.15,7,2,0,4,-2.00,0.15,7,2,0,4,-2.12,0.15,7,1,0,3,-2.21,0.14,8,0,0,2
TUVALU,TUV,1.28,0.40,2,88,66,100,1.30,0.36,2,90,68,100,1.31,0.36,2,89,70,100,1.16,0.30,2,88,68,100,1.04,0.31,2,82,64,98,0.58,0.28,3,67,54,83,0.68,0.28,3,71,57,86,0.81,0.24,3,73,59,89,0.78,0.23,3,70,58,87,0.83,0.23,3,72,60,89,0.78,0.23,3,70,59,87,0.76,0.24,3,70,58,86,0.75,0.23,3,70,58,86,0.69,0.25,3,69,57,85
UGANDA,UGA,-0.95,0.22,5,20,12,31,-0.91,0.23,5,22,12,34,-1.06,0.21,6,19,10,27,-0.93,0.17,9,21,15,29,-0.64,0.15,11,28,24,37,-0.65,0.15,12,27,22,36,-0.53,0.14,14,30,27,39,-0.42,0.11,17,33,31,39,-0.47,0.11,17,34,29,38,-0.50,0.11,17,33,29,36,-0.50,0.11,17,31,30,39,-0.50,0.11,17,32,29,36,-0.53,0.11,18,31,29,36,-0.49,0.11,18,34,28,39
UKRAINE,UKR,-0.50,0.26,4,35,21,50,-0.28,0.23,5,41,29,52,-0.65,0.19,7,29,21,40,-0.55,0.16,9,31,24,41,-0.58,0.15,9,30,26,40,-0.61,0.16,9,29,23,37,-0.21,0.17,9,41,33,54,0.03,0.14,11,47,41,56,0.04,0.13,14,48,44,55,0.06,0.13,14,50,44,57,0.03,0.13,14,49,42,56,-0.10,0.13,14,46,36,53,-0.13,0.13,15,45,37,53,-0.29,0.12,15,40,34,46
UNITED ARAB EMIRATES,ARE,-0.43,0.22,5,36,24,50,-0.55,0.23,5,34,22,45,-0.54,0.23,5,32,22,47,-0.69,0.21,6,28,20,40,-1.07,0.17,7,20,10,26,-0.76,0.16,9,26,19,33,-0.78,0.17,9,26,18,32,-1.00,0.14,9,21,11,25,-0.91,0.14,9,22,15,29,-0.92,0.14,9,22,16,29,-0.84,0.13,11,26,17,30,-0.91,0.13,11,23,14,29,-0.90,0.13,12,24,15,29,-1.00,0.13,11,19,15,26
UNITED KINGDOM,GBR,1.29,0.22,6,88,75,100,1.20,0.23,6,88,72,98,1.34,0.22,7,91,78,100,1.27,0.20,8,90,74,100,1.31,0.19,8,92,80,100,1.61,0.19,8,95,89,100,1.44,0.18,9,92,86,100,1.39,0.16,11,94,86,100,1.34,0.15,11,93,85,100,1.33,0.15,11,92,83,99,1.31,0.15,11,92,83,98,1.29,0.15,11,92,82,97,1.29,0.14,12,92,81,96,1.32,0.13,12,92,85,96
UNITED STATES,USA,1.37,0.22,6,91,77,100,1.36,0.23,6,91,77,100,1.35,0.22,7,91,78,100,1.35,0.20,8,93,79,100,1.30,0.19,8,92,79,100,1.31,0.19,8,89,81,96,1.28,0.18,9,90,78,96,1.08,0.14,13,85,75,92,1.09,0.14,13,85,73,92,1.12,0.14,13,86,73,94,1.09,0.14,13,84,72,92,1.12,0.14,13,85,74,93,1.09,0.14,14,83,74,92,1.12,0.13,14,86,74,92
URUGUAY,URY,0.76,0.21,6,72,62,84,0.91,0.22,6,75,65,89,0.95,0.21,7,77,66,89,1.03,0.17,9,79,70,92,1.00,0.17,9,80,70,90,0.86,0.17,10,77,67,85,0.89,0.17,10,75,67,88,0.99,0.15,11,78,71,90,1.00,0.15,11,77,70,91,1.04,0.14,11,82,71,91,1.10,0.14,13,85,74,92,1.14,0.14,13,86,75,93,1.11,0.14,13,85,74,93,1.02,0.13,13,79,72,90
UZBEKISTAN,UZB,-1.52,0.32,3,7,0,19,-1.71,0.29,3,3,0,12,-1.79,0.24,4,3,0,10,-1.81,0.17,7,2,0,8,-1.78,0.16,7,3,1,8,-1.77,0.17,7,3,1,8,-1.95,0.18,7,2,0,6,-2.04,0.14,8,1,0,4,-2.10,0.14,8,1,0,4,-2.08,0.14,8,1,0,4,-2.08,0.14,9,2,0,3,-2.06,0.14,9,2,0,4,-2.07,0.14,10,1,0,4,-1.98,0.13,11,2,1,4
VANUATU,VUT,0.71,0.40,2,71,53,91,0.71,0.36,2,69,53,90,0.73,0.36,2,71,52,90,0.97,0.30,2,75,62,96,0.84,0.31,2,72,58,93,0.34,0.28,3,60,46,75,0.30,0.28,3,59,46,72,0.53,0.24,3,63,53,76,0.43,0.21,4,59,51,70,0.55,0.21,4,63,55,73,0.59,0.21,4,67,56,75,0.60,0.24,3,67,56,76,0.56,0.23,3,65,55,75,0.51,0.25,3,64,55,75
"VENEZUELA, RB",VEN,-0.26,0.21,7,42,31,53,-0.05,0.22,7,48,36,58,-0.15,0.20,8,48,33,55,-0.54,0.17,10,32,24,42,-0.47,0.15,11,35,26,40,-0.61,0.15,12,29,23,37,-0.69,0.16,12,27,22,34,-0.64,0.12,15,30,25,33,-0.78,0.12,16,26,20,31,-0.79,0.12,16,26,21,29,-0.89,0.11,17,24,17,30,-0.90,0.11,17,23,16,29,-0.96,0.11,18,21,14,27,-0.92,0.11,18,22,17,26
VIETNAM,VNM,-1.08,0.22,5,17,9,27,-1.40,0.23,5,9,3,19,-1.25,0.22,6,12,5,22,-1.49,0.17,8,8,3,15,-1.56,0.16,9,7,3,11,-1.37,0.16,10,9,6,19,-1.42,0.16,11,9,5,14,-1.51,0.12,14,8,6,10,-1.50,0.12,14,8,5,10,-1.47,0.12,14,8,5,11,-1.46,0.12,14,8,6,13,-1.48,0.12,14,9,5,12,-1.42,0.11,15,9,6,13,-1.38,0.11,15,9,6,15
VIRGIN ISLANDS (U.S.),VIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.72,0.39,1,72,51,90,1.12,0.42,1,86,62,100,0.81,0.51,1,74,46,100,0.78,0.53,1,71,46,100,0.79,0.53,1,71,45,100,0.78,0.52,1,70,46,100,0.81,0.49,1,72,49,99,0.82,0.46,1,73,53,97,0.84,0.44,1,73,55,96
WEST BANK AND GAZA,WBG,-1.10,0.32,2,15,6,32,-1.11,0.33,2,16,4,33,-1.15,0.32,2,15,4,30,-1.15,0.28,3,16,6,28,-1.23,0.28,3,15,5,26,-0.82,0.24,5,24,15,35,-0.85,0.24,5,24,11,34,-0.54,0.18,6,32,25,39,-0.76,0.18,6,27,19,34,-0.78,0.17,7,27,18,33,-0.93,0.17,7,21,13,30,-0.76,0.16,7,28,18,33,-0.96,0.16,7,22,13,29,-1.02,0.16,7,18,12,26
"YEMEN, REP.",YEM,-0.68,0.22,5,28,18,41,-0.77,0.23,5,26,13,37,-0.77,0.23,5,25,16,36,-1.21,0.18,7,15,9,22,-0.92,0.16,8,24,16,28,-0.97,0.15,10,20,15,27,-1.07,0.16,10,16,10,25,-1.19,0.12,13,14,10,21,-1.11,0.12,14,17,10,22,-1.23,0.11,14,14,10,19,-1.28,0.12,14,12,8,17,-1.34,0.11,14,11,8,14,-1.42,0.12,15,8,6,13,-1.39,0.12,14,9,5,15
ZAMBIA,ZMB,-0.40,0.22,5,37,24,51,-0.60,0.23,5,32,21,44,-0.49,0.21,6,33,23,48,-0.37,0.17,9,40,30,46,-0.38,0.16,10,38,29,44,-0.41,0.15,12,36,27,44,-0.42,0.14,13,35,28,43,-0.22,0.12,15,40,33,46,-0.22,0.12,15,41,35,47,-0.18,0.12,15,42,35,48,-0.32,0.11,16,38,31,44,-0.26,0.11,16,39,35,48,-0.19,0.11,16,43,36,50,-0.16,0.11,17,44,38,51
ZIMBABWE,ZWE,-0.62,0.22,5,31,19,43,-0.82,0.23,5,24,13,36,-1.11,0.21,7,17,9,26,-1.41,0.16,10,10,4,17,-1.44,0.15,11,10,5,16,-1.55,0.15,12,6,3,12,-1.66,0.14,13,5,2,8,-1.54,0.11,16,7,5,10,-1.57,0.11,16,7,4,10,-1.54,0.11,16,8,4,10,-1.54,0.11,16,7,4,10,-1.48,0.11,16,8,5,12,-1.47,0.11,17,8,5,12,-1.45,0.11,17,7,5,13
